Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Female Hispanic,2017,4 year August,14063,11827,84.1,11770,83.7,99.5,4849,34.5,41,6921,49.2,58.5,57,0.4,0.5,1425,10.1,638,4.5,41,0.3,127,0.9
Citywide,Citywide,,Female Hispanic,2016,4 year August,14395,11574,80.4,11367,79,98.2,3735,25.9,32.3,7632,53,65.9,207,1.4,1.8,1771,12.3,828,5.8,34,0.2,184,1.3
Citywide,Citywide,,Female Hispanic,2015,4 year August,14199,11010,77.5,9839,69.3,89.4,2050,14.4,18.6,7789,54.9,70.7,1171,8.2,10.6,1812,12.8,1181,8.3,48,0.3,148,1
Citywide,Citywide,,Female Hispanic,2014,4 year August,14188,10735,75.7,9634,67.9,89.7,1930,13.6,18,7704,54.3,71.8,1101,7.8,10.3,2055,14.5,1199,8.5,54,0.4,145,1
Citywide,Citywide,,Female Hispanic,2013,4 year August,13752,10134,73.7,9220,67,91,1782,13,17.6,7438,54.1,73.4,914,6.6,9,2228,16.2,1230,8.9,57,0.4,100,0.7
Citywide,Citywide,,Female Hispanic,2012,4 year August,14020,10170,72.5,9391,67,92.3,1584,11.3,15.6,7807,55.7,76.8,779,5.6,7.7,2338,16.7,1316,9.4,90,0.6,98,0.7
Citywide,Citywide,,Female Hispanic,2019,4 year June,13937,11499,82.5,11467,82.3,99.7,3114,22.3,27.1,8353,59.9,72.6,32,0.2,0.3,1549,11.1,740,5.3,43,0.3,100,0.7
Citywide,Citywide,,Female Hispanic,2018,4 year June,13711,11377,83,11346,82.8,99.7,4200,30.6,36.9,7146,52.1,62.8,31,0.2,0.3,1470,10.7,725,5.3,37,0.3,99,0.7
Citywide,Citywide,,Female Hispanic,2017,4 year June,14063,11461,81.5,11409,81.1,99.5,4789,34.1,41.8,6620,47.1,57.8,52,0.4,0.5,1787,12.7,641,4.6,42,0.3,127,0.9
Citywide,Citywide,,Female Hispanic,2016,4 year June,14395,11331,78.7,11132,77.3,98.2,3718,25.8,32.8,7414,51.5,65.4,199,1.4,1.8,2011,14,831,5.8,34,0.2,184,1.3
Citywide,Citywide,,Female Hispanic,2015,4 year June,14199,10508,74,9487,66.8,90.3,2043,14.4,19.4,7444,52.4,70.8,1021,7.2,9.7,2303,16.2,1190,8.4,50,0.4,148,1
Citywide,Citywide,,Female Hispanic,2014,4 year June,14188,10269,72.4,9312,65.6,90.7,1925,13.6,18.7,7387,52.1,71.9,957,6.7,9.3,2520,17.8,1199,8.5,55,0.4,145,1
Citywide,Citywide,,Female Hispanic,2013,4 year June,13752,9658,70.2,8858,64.4,91.7,1775,12.9,18.4,7083,51.5,73.3,800,5.8,8.3,2702,19.6,1230,8.9,59,0.4,100,0.7
Citywide,Citywide,,Female Hispanic,2012,4 year June,14020,9741,69.5,9070,64.7,93.1,1585,11.3,16.3,7485,53.4,76.8,671,4.8,6.9,2765,19.7,1316,9.4,92,0.7,98,0.7
Citywide,Citywide,,Female Hispanic,2018,5 year August,13690,12051,88,11995,87.6,99.5,4229,30.9,35.1,7766,56.7,64.4,56,0.4,0.5,390,2.8,1018,7.4,104,0.8,124,0.9
Citywide,Citywide,,Female Hispanic,2017,5 year August,14036,12214,87,12156,86.6,99.5,4856,34.6,39.8,7300,52,59.8,58,0.4,0.5,488,3.5,1055,7.5,132,0.9,144,1
Citywide,Citywide,,Female Hispanic,2016,5 year August,14373,12167,84.7,11941,83.1,98.1,3744,26,30.8,8197,57,67.4,226,1.6,1.9,794,5.5,1122,7.8,77,0.5,208,1.4
Citywide,Citywide,,Female Hispanic,2015,5 year August,14191,11764,82.9,10482,73.9,89.1,2059,14.5,17.5,8423,59.4,71.6,1282,9,10.9,649,4.6,1447,10.2,121,0.9,209,1.5
Citywide,Citywide,,Female Hispanic,2014,5 year August,14189,11369,80.1,10050,70.8,88.4,1934,13.6,17,8116,57.2,71.4,1319,9.3,11.6,644,4.5,1881,13.3,119,0.8,176,1.2
Citywide,Citywide,,Female Hispanic,2013,5 year August,13727,10749,78.3,9648,70.3,89.8,1780,13,16.6,7868,57.3,73.2,1101,8,10.2,937,6.8,1755,12.8,136,1,148,1.1
Citywide,Citywide,,Female Hispanic,2012,5 year August,13989,10851,77.6,9870,70.6,91,1584,11.3,14.6,8286,59.2,76.4,981,7,9,1026,7.3,1801,12.9,185,1.3,122,0.9
Citywide,Citywide,,Female Hispanic,2018,5 year June,13690,12009,87.7,11955,87.3,99.6,4228,30.9,35.2,7727,56.4,64.3,54,0.4,0.4,417,3,1033,7.5,104,0.8,124,0.9
Citywide,Citywide,,Female Hispanic,2017,5 year June,14036,12172,86.7,12114,86.3,99.5,4855,34.6,39.9,7259,51.7,59.6,58,0.4,0.5,521,3.7,1064,7.6,132,0.9,144,1
Citywide,Citywide,,Female Hispanic,2016,5 year June,14373,12097,84.2,11871,82.6,98.1,3744,26,30.9,8127,56.5,67.2,226,1.6,1.9,853,5.9,1133,7.9,77,0.5,208,1.4
Citywide,Citywide,,Female Hispanic,2015,5 year June,14191,11685,82.3,10405,73.3,89,2057,14.5,17.6,8348,58.8,71.4,1280,9,11,695,4.9,1480,10.4,121,0.9,209,1.5
Citywide,Citywide,,Female Hispanic,2014,5 year June,14189,11271,79.4,9991,70.4,88.6,1934,13.6,17.2,8057,56.8,71.5,1280,9,11.4,718,5.1,1904,13.4,119,0.8,177,1.2
Citywide,Citywide,,Female Hispanic,2013,5 year June,13727,10656,77.6,9590,69.9,90,1780,13,16.7,7810,56.9,73.3,1066,7.8,10,1025,7.5,1760,12.8,136,1,148,1.1
Citywide,Citywide,,Female Hispanic,2012,5 year June,13989,10758,76.9,9802,70.1,91.1,1584,11.3,14.7,8218,58.7,76.4,956,6.8,8.9,1115,8,1805,12.9,185,1.3,122,0.9
Citywide,Citywide,,Female Hispanic,2017,6 year June,14032,12302,87.7,12240,87.2,99.5,4856,34.6,39.5,7384,52.6,60,62,0.4,0.5,237,1.7,1189,8.5,145,1,156,1.1
Citywide,Citywide,,Female Hispanic,2016,6 year June,14361,12350,86,12120,84.4,98.1,3745,26.1,30.3,8375,58.3,67.8,230,1.6,1.9,319,2.2,1358,9.5,109,0.8,219,1.5
Citywide,Citywide,,Female Hispanic,2015,6 year June,14187,11938,84.1,10649,75.1,89.2,2060,14.5,17.3,8589,60.5,71.9,1289,9.1,10.8,404,2.8,1509,10.6,125,0.9,210,1.5
Citywide,Citywide,,Female Hispanic,2014,6 year June,14194,11645,82,10263,72.3,88.1,1936,13.6,16.6,8327,58.7,71.5,1382,9.7,11.9,341,2.4,1871,13.2,140,1,197,1.4
Citywide,Citywide,,Female Hispanic,2013,6 year June,13707,10990,80.2,9795,71.5,89.1,1780,13,16.2,8015,58.5,72.9,1195,8.7,10.9,470,3.4,1947,14.2,145,1.1,153,1.1
Citywide,Citywide,,Female Hispanic,2012,6 year June,13970,11055,79.1,9989,71.5,90.4,1584,11.3,14.3,8405,60.2,76,1066,7.6,9.6,596,4.3,1945,13.9,201,1.4,136,1
Citywide,Citywide,,Female Multi-Racial,2019,4 year August,466,415,89.1,415,89.1,100,158,33.9,38.1,257,55.2,61.9,0,0,0,28,6,19,4.1,1,0.2,3,0.6
Citywide,Citywide,,Female Multi-Racial,2018,4 year August,687,626,91.1,625,91,99.8,355,51.7,56.7,270,39.3,43.1,1,0.1,0.2,48,7,12,1.7,0,0,1,0.1
Citywide,Citywide,,Female Multi-Racial,2017,4 year August,631,583,92.4,560,88.7,96.1,293,46.4,50.3,267,42.3,45.8,23,3.6,3.9,34,5.4,11,1.7,3,0.5,0,0
Citywide,Citywide,,Female Multi-Racial,2016,4 year August,504,450,89.3,446,88.5,99.1,230,45.6,51.1,216,42.9,48,4,0.8,0.9,45,8.9,7,1.4,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2015,4 year August,486,431,88.7,417,85.8,96.8,143,29.4,33.2,274,56.4,63.6,14,2.9,3.2,41,8.4,13,2.7,0,0,1,0.2
Citywide,Citywide,,Female Multi-Racial,2014,4 year August,525,476,90.7,458,87.2,96.2,163,31,34.2,295,56.2,62,18,3.4,3.8,38,7.2,9,1.7,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2013,4 year August,394,355,90.1,347,88.1,97.7,108,27.4,30.4,239,60.7,67.3,8,2,2.3,21,5.3,16,4.1,0,0,2,0.5
Citywide,Citywide,,Female Multi-Racial,2012,4 year August,388,354,91.2,348,89.7,98.3,143,36.9,40.4,205,52.8,57.9,6,1.5,1.7,17,4.4,16,4.1,0,0,1,0.3
Citywide,Citywide,,Female Multi-Racial,2019,4 year June,466,412,88.4,412,88.4,100,158,33.9,38.3,254,54.5,61.7,0,0,0,31,6.7,19,4.1,1,0.2,3,0.6
Citywide,Citywide,,Female Multi-Racial,2018,4 year June,687,610,88.8,609,88.6,99.8,354,51.5,58,255,37.1,41.8,1,0.1,0.2,63,9.2,13,1.9,0,0,1,0.1
Citywide,Citywide,,Female Multi-Racial,2017,4 year June,631,577,91.4,553,87.6,95.8,293,46.4,50.8,260,41.2,45.1,24,3.8,4.2,40,6.3,11,1.7,3,0.5,0,0
Citywide,Citywide,,Female Multi-Racial,2016,4 year June,504,445,88.3,441,87.5,99.1,230,45.6,51.7,211,41.9,47.4,4,0.8,0.9,50,9.9,7,1.4,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2015,4 year June,486,423,87,409,84.2,96.7,142,29.2,33.6,267,54.9,63.1,14,2.9,3.3,49,10.1,13,2.7,0,0,1,0.2
Citywide,Citywide,,Female Multi-Racial,2014,4 year June,525,463,88.2,446,85,96.3,162,30.9,35,284,54.1,61.3,17,3.2,3.7,51,9.7,9,1.7,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2013,4 year June,394,347,88.1,342,86.8,98.6,108,27.4,31.1,234,59.4,67.4,5,1.3,1.4,29,7.4,16,4.1,0,0,2,0.5
Citywide,Citywide,,Female Multi-Racial,2012,4 year June,388,345,88.9,340,87.6,98.6,143,36.9,41.4,197,50.8,57.1,5,1.3,1.4,26,6.7,16,4.1,0,0,1,0.3
Citywide,Citywide,,Female Multi-Racial,2018,5 year August,678,634,93.5,633,93.4,99.8,356,52.5,56.2,277,40.9,43.7,1,0.1,0.2,23,3.4,20,2.9,0,0,1,0.1
Citywide,Citywide,,Female Multi-Racial,2017,5 year August,571,534,93.5,534,93.5,100,293,51.3,54.9,241,42.2,45.1,0,0,0,19,3.3,15,2.6,3,0.5,0,0
Citywide,Citywide,,Female Multi-Racial,2016,5 year August,502,463,92.2,457,91,98.7,230,45.8,49.7,227,45.2,49,6,1.2,1.3,24,4.8,12,2.4,3,0.6,0,0
Citywide,Citywide,,Female Multi-Racial,2015,5 year August,489,436,89.2,422,86.3,96.8,143,29.2,32.8,279,57.1,64,14,2.9,3.2,36,7.4,14,2.9,1,0.2,2,0.4
Citywide,Citywide,,Female Multi-Racial,2014,5 year August,516,481,93.2,461,89.3,95.8,161,31.2,33.5,300,58.1,62.4,20,3.9,4.2,16,3.1,17,3.3,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2013,5 year August,393,365,92.9,356,90.6,97.5,108,27.5,29.6,248,63.1,67.9,9,2.3,2.5,8,2,18,4.6,0,0,2,0.5
Citywide,Citywide,,Female Multi-Racial,2012,5 year August,400,364,91,358,89.5,98.4,143,35.8,39.3,215,53.8,59.1,6,1.5,1.6,15,3.8,20,5,0,0,1,0.3
Citywide,Citywide,,Female Multi-Racial,2018,5 year June,678,634,93.5,633,93.4,99.8,356,52.5,56.2,277,40.9,43.7,1,0.1,0.2,23,3.4,20,2.9,0,0,1,0.1
Citywide,Citywide,,Female Multi-Racial,2017,5 year June,571,534,93.5,534,93.5,100,293,51.3,54.9,241,42.2,45.1,0,0,0,19,3.3,15,2.6,3,0.5,0,0
Citywide,Citywide,,Female Multi-Racial,2016,5 year June,502,463,92.2,457,91,98.7,230,45.8,49.7,227,45.2,49,6,1.2,1.3,24,4.8,12,2.4,3,0.6,0,0
Citywide,Citywide,,Female Multi-Racial,2015,5 year June,489,435,89,421,86.1,96.8,143,29.2,32.9,278,56.9,63.9,14,2.9,3.2,37,7.6,14,2.9,1,0.2,2,0.4
Citywide,Citywide,,Female Multi-Racial,2014,5 year June,516,481,93.2,461,89.3,95.8,161,31.2,33.5,300,58.1,62.4,20,3.9,4.2,16,3.1,17,3.3,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2013,5 year June,393,364,92.6,355,90.3,97.5,108,27.5,29.7,247,62.8,67.9,9,2.3,2.5,9,2.3,18,4.6,0,0,2,0.5
Citywide,Citywide,,Female Multi-Racial,2012,5 year June,400,363,90.8,357,89.3,98.3,143,35.8,39.4,214,53.5,59,6,1.5,1.7,16,4,20,5,0,0,1,0.3
Citywide,Citywide,,Female Multi-Racial,2017,6 year June,568,534,94,534,94,100,292,51.4,54.7,242,42.6,45.3,0,0,0,15,2.6,16,2.8,3,0.5,0,0
Citywide,Citywide,,Female Multi-Racial,2016,6 year June,497,466,93.8,460,92.6,98.7,231,46.5,49.6,229,46.1,49.1,6,1.2,1.3,10,2,17,3.4,4,0.8,0,0
Citywide,Citywide,,Female Multi-Racial,2015,6 year June,489,439,89.8,425,86.9,96.8,143,29.2,32.6,282,57.7,64.2,14,2.9,3.2,31,6.3,15,3.1,1,0.2,3,0.6
Citywide,Citywide,,Female Multi-Racial,2014,6 year June,515,481,93.4,461,89.5,95.8,161,31.3,33.5,300,58.3,62.4,20,3.9,4.2,16,3.1,16,3.1,1,0.2,1,0.2
Citywide,Citywide,,Female Multi-Racial,2013,6 year June,393,367,93.4,358,91.1,97.5,108,27.5,29.4,250,63.6,68.1,9,2.3,2.5,5,1.3,19,4.8,0,0,2,0.5
Citywide,Citywide,,Female Multi-Racial,2012,6 year June,401,366,91.3,359,89.5,98.1,143,35.7,39.1,216,53.9,59,7,1.7,1.9,13,3.2,20,5,0,0,2,0.5
Citywide,Citywide,,Female Native American,2019,4 year August,385,329,85.5,326,84.7,99.1,93,24.2,28.3,233,60.5,70.8,3,0.8,0.9,36,9.4,13,3.4,0,0,7,1.8
Citywide,Citywide,,Female Native American,2018,4 year August,435,383,88,381,87.6,99.5,150,34.5,39.2,231,53.1,60.3,2,0.5,0.5,35,8,12,2.8,2,0.5,3,0.7
Citywide,Citywide,,Female Native American,2017,4 year August,378,333,88.1,331,87.6,99.4,153,40.5,45.9,178,47.1,53.5,2,0.5,0.6,29,7.7,14,3.7,0,0,2,0.5
Citywide,Citywide,,Female Native American,2016,4 year August,307,250,81.4,246,80.1,98.4,96,31.3,38.4,150,48.9,60,4,1.3,1.6,31,10.1,20,6.5,1,0.3,5,1.6
Citywide,Citywide,,Female Native American,2015,4 year August,352,266,75.6,251,71.3,94.4,59,16.8,22.2,192,54.5,72.2,15,4.3,5.6,49,13.9,32,9.1,1,0.3,4,1.1
Citywide,Citywide,,Female Native American,2014,4 year August,312,236,75.6,221,70.8,93.6,65,20.8,27.5,156,50,66.1,15,4.8,6.4,53,17,19,6.1,0,0,4,1.3
Citywide,Citywide,,Female Native American,2013,4 year August,252,158,62.7,148,58.7,93.7,46,18.3,29.1,102,40.5,64.6,10,4,6.3,61,24.2,30,11.9,1,0.4,2,0.8
Citywide,Citywide,,Female Native American,2012,4 year August,241,157,65.1,147,61,93.6,32,13.3,20.4,115,47.7,73.2,10,4.1,6.4,58,24.1,21,8.7,1,0.4,4,1.7
Citywide,Citywide,,Female Native American,2019,4 year June,385,316,82.1,314,81.6,99.4,92,23.9,29.1,222,57.7,70.3,2,0.5,0.6,49,12.7,13,3.4,0,0,7,1.8
Citywide,Citywide,,Female Native American,2018,4 year June,435,375,86.2,373,85.7,99.5,150,34.5,40,223,51.3,59.5,2,0.5,0.5,43,9.9,12,2.8,2,0.5,3,0.7
Citywide,Citywide,,Female Native American,2017,4 year June,378,324,85.7,322,85.2,99.4,152,40.2,46.9,170,45,52.5,2,0.5,0.6,38,10.1,14,3.7,0,0,2,0.5
Citywide,Citywide,,Female Native American,2016,4 year June,307,243,79.2,240,78.2,98.8,96,31.3,39.5,144,46.9,59.3,3,1,1.2,38,12.4,20,6.5,1,0.3,5,1.6
Citywide,Citywide,,Female Native American,2015,4 year June,352,257,73,243,69,94.6,59,16.8,23,184,52.3,71.6,14,4,5.4,58,16.5,32,9.1,1,0.3,4,1.1
Citywide,Citywide,,Female Native American,2014,4 year June,312,229,73.4,216,69.2,94.3,65,20.8,28.4,151,48.4,65.9,13,4.2,5.7,60,19.2,19,6.1,0,0,4,1.3
Citywide,Citywide,,Female Native American,2013,4 year June,252,149,59.1,142,56.3,95.3,46,18.3,30.9,96,38.1,64.4,7,2.8,4.7,69,27.4,30,11.9,2,0.8,2,0.8
Citywide,Citywide,,Female Native American,2012,4 year June,241,151,62.7,142,58.9,94,32,13.3,21.2,110,45.6,72.8,9,3.7,6,63,26.1,21,8.7,2,0.8,4,1.7
Citywide,Citywide,,Female Native American,2018,5 year August,436,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Female Native American,2017,5 year August,373,337,90.3,336,90.1,99.7,153,41,45.4,183,49.1,54.3,1,0.3,0.3,10,2.7,21,5.6,2,0.5,3,0.8
Citywide,Citywide,,Female Native American,2016,5 year August,307,262,85.3,258,84,98.5,96,31.3,36.6,162,52.8,61.8,4,1.3,1.5,13,4.2,22,7.2,3,1,7,2.3
Citywide,Citywide,,Female Native American,2015,5 year August,359,288,80.2,271,75.5,94.1,59,16.4,20.5,212,59.1,73.6,17,4.7,5.9,21,5.8,37,10.3,4,1.1,9,2.5
Citywide,Citywide,,Female Native American,2014,5 year August,319,258,80.9,237,74.3,91.9,66,20.7,25.6,171,53.6,66.3,21,6.6,8.1,19,6,34,10.7,2,0.6,5,1.6
Citywide,Citywide,,Female Native American,2013,5 year August,263,187,71.1,169,64.3,90.4,46,17.5,24.6,123,46.8,65.8,18,6.8,9.6,21,8,44,16.7,8,3,3,1.1
Citywide,Citywide,,Female Native American,2012,5 year August,265,191,72.1,172,64.9,90.1,32,12.1,16.8,140,52.8,73.3,19,7.2,9.9,31,11.7,30,11.3,7,2.6,6,2.3
Citywide,Citywide,,Female Native American,2018,5 year June,436,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Female Native American,2017,5 year June,373,336,90.1,335,89.8,99.7,153,41,45.5,182,48.8,54.2,1,0.3,0.3,11,2.9,21,5.6,2,0.5,3,0.8
Citywide,Citywide,,Female Native American,2016,5 year June,307,260,84.7,256,83.4,98.5,96,31.3,36.9,160,52.1,61.5,4,1.3,1.5,15,4.9,22,7.2,3,1,7,2.3
Citywide,Citywide,,Female Native American,2015,5 year June,359,285,79.4,268,74.7,94,59,16.4,20.7,209,58.2,73.3,17,4.7,6,22,6.1,39,10.9,4,1.1,9,2.5
Citywide,Citywide,,Female Native American,2014,5 year June,319,257,80.6,236,74,91.8,66,20.7,25.7,170,53.3,66.1,21,6.6,8.2,20,6.3,34,10.7,2,0.6,5,1.6
Citywide,Citywide,,Female Native American,2013,5 year June,263,184,70,167,63.5,90.8,46,17.5,25,121,46,65.8,17,6.5,9.2,24,9.1,44,16.7,8,3,3,1.1
Citywide,Citywide,,Female Native American,2012,5 year June,265,187,70.6,169,63.8,90.4,32,12.1,17.1,137,51.7,73.3,18,6.8,9.6,35,13.2,30,11.3,7,2.6,6,2.3
Citywide,Citywide,,Female Native American,2017,6 year June,372,339,91.1,338,90.9,99.7,153,41.1,45.1,185,49.7,54.6,1,0.3,0.3,5,1.3,23,6.2,2,0.5,3,0.8
Citywide,Citywide,,Female Native American,2016,6 year June,308,263,85.4,259,84.1,98.5,96,31.2,36.5,163,52.9,62,4,1.3,1.5,6,1.9,28,9.1,4,1.3,7,2.3
Citywide,Citywide,,Female Native American,2015,6 year June,360,293,81.4,276,76.7,94.2,59,16.4,20.1,217,60.3,74.1,17,4.7,5.8,14,3.9,38,10.6,5,1.4,10,2.8
Citywide,Citywide,,Female Native American,2014,6 year June,322,263,81.7,242,75.2,92,66,20.5,25.1,176,54.7,66.9,21,6.5,8,16,5,33,10.2,4,1.2,5,1.6
Citywide,Citywide,,Female Native American,2013,6 year June,274,202,73.7,178,65,88.1,46,16.8,22.8,132,48.2,65.3,24,8.8,11.9,10,3.6,52,19,8,2.9,2,0.7
Citywide,Citywide,,Female Native American,2012,6 year June,277,214,77.3,192,69.3,89.7,32,11.6,15,160,57.8,74.8,22,7.9,10.3,13,4.7,35,12.6,8,2.9,6,2.2
Citywide,Citywide,,Female White,2019,4 year August,4753,4408,92.7,4403,92.6,99.9,2261,47.6,51.3,2142,45.1,48.6,5,0.1,0.1,225,4.7,94,2,7,0.1,18,0.4
Citywide,Citywide,,Female White,2018,4 year August,4924,4555,92.5,4537,92.1,99.6,2845,57.8,62.5,1692,34.4,37.1,18,0.4,0.4,256,5.2,84,1.7,13,0.3,16,0.3
Citywide,Citywide,,Female White,2017,4 year August,5208,4823,92.6,4780,91.8,99.1,3016,57.9,62.5,1764,33.9,36.6,43,0.8,0.9,269,5.2,94,1.8,8,0.2,14,0.3
Citywide,Citywide,,Female White,2016,4 year August,5079,4694,92.4,4654,91.6,99.1,2676,52.7,57,1978,38.9,42.1,40,0.8,0.9,245,4.8,98,1.9,15,0.3,26,0.5
Citywide,Citywide,,Female White,2015,4 year August,5016,4501,89.7,4301,85.7,95.6,2044,40.7,45.4,2257,45,50.1,200,4,4.4,337,6.7,149,3,15,0.3,14,0.3
Citywide,Citywide,,Female White,2014,4 year August,4940,4384,88.7,4208,85.2,96,1964,39.8,44.8,2244,45.4,51.2,176,3.6,4,382,7.7,133,2.7,16,0.3,25,0.5
Citywide,Citywide,,Female White,2013,4 year August,4579,4014,87.7,3855,84.2,96,1721,37.6,42.9,2134,46.6,53.2,159,3.5,4,377,8.2,147,3.2,22,0.5,19,0.4
Citywide,Citywide,,Female White,2012,4 year August,4732,4149,87.7,4003,84.6,96.5,1676,35.4,40.4,2327,49.2,56.1,146,3.1,3.5,381,8.1,165,3.5,17,0.4,18,0.4
Citywide,Citywide,,Female White,2019,4 year June,4753,4335,91.2,4331,91.1,99.9,2254,47.4,52,2077,43.7,47.9,4,0.1,0.1,296,6.2,96,2,7,0.1,18,0.4
Citywide,Citywide,,Female White,2018,4 year June,4924,4481,91,4464,90.7,99.6,2832,57.5,63.2,1632,33.1,36.4,17,0.3,0.4,330,6.7,84,1.7,13,0.3,16,0.3
Citywide,Citywide,,Female White,2017,4 year June,5208,4734,90.9,4692,90.1,99.1,3000,57.6,63.4,1692,32.5,35.7,42,0.8,0.9,358,6.9,94,1.8,8,0.2,14,0.3
Citywide,Citywide,,Female White,2016,4 year June,5079,4646,91.5,4607,90.7,99.2,2669,52.5,57.4,1938,38.2,41.7,39,0.8,0.8,291,5.7,100,2,15,0.3,26,0.5
Citywide,Citywide,,Female White,2015,4 year June,5016,4415,88,4230,84.3,95.8,2037,40.6,46.1,2193,43.7,49.7,185,3.7,4.2,422,8.4,150,3,15,0.3,14,0.3
Citywide,Citywide,,Female White,2014,4 year June,4940,4321,87.5,4152,84,96.1,1959,39.7,45.3,2193,44.4,50.8,169,3.4,3.9,445,9,133,2.7,16,0.3,25,0.5
Citywide,Citywide,,Female White,2013,4 year June,4579,3941,86.1,3792,82.8,96.2,1717,37.5,43.6,2075,45.3,52.7,149,3.3,3.8,449,9.8,147,3.2,23,0.5,19,0.4
Citywide,Citywide,,Female White,2012,4 year June,4732,4075,86.1,3941,83.3,96.7,1674,35.4,41.1,2267,47.9,55.6,134,2.8,3.3,455,9.6,165,3.5,17,0.4,18,0.4
Citywide,Citywide,,Female White,2018,5 year August,4912,4608,93.8,4589,93.4,99.6,2849,58,61.8,1740,35.4,37.8,19,0.4,0.4,118,2.4,129,2.6,32,0.7,25,0.5
Citywide,Citywide,,Female White,2017,5 year August,5098,4814,94.4,4800,94.2,99.7,3017,59.2,62.7,1783,35,37,14,0.3,0.3,103,2,130,2.6,29,0.6,22,0.4
Citywide,Citywide,,Female White,2016,5 year August,5085,4782,94,4737,93.2,99.1,2679,52.7,56,2058,40.5,43,45,0.9,0.9,111,2.2,139,2.7,21,0.4,32,0.6
Citywide,Citywide,,Female White,2015,5 year August,5016,4627,92.2,4413,88,95.4,2045,40.8,44.2,2368,47.2,51.2,214,4.3,4.6,157,3.1,177,3.5,34,0.7,21,0.4
Citywide,Citywide,,Female White,2014,5 year August,4936,4474,90.6,4268,86.5,95.4,1965,39.8,43.9,2303,46.7,51.5,206,4.2,4.6,179,3.6,206,4.2,42,0.9,35,0.7
Citywide,Citywide,,Female White,2013,5 year August,4597,4118,89.6,3939,85.7,95.7,1723,37.5,41.8,2216,48.2,53.8,179,3.9,4.3,199,4.3,209,4.5,44,1,26,0.6
Citywide,Citywide,,Female White,2012,5 year August,4795,4282,89.3,4104,85.6,95.8,1678,35,39.2,2426,50.6,56.7,178,3.7,4.2,212,4.4,237,4.9,41,0.9,22,0.5
Citywide,Citywide,,Female White,2018,5 year June,4912,4602,93.7,4583,93.3,99.6,2849,58,61.9,1734,35.3,37.7,19,0.4,0.4,123,2.5,130,2.6,32,0.7,25,0.5
Citywide,Citywide,,Female White,2017,5 year June,5098,4806,94.3,4794,94,99.8,3016,59.2,62.8,1778,34.9,37,12,0.2,0.2,110,2.2,131,2.6,29,0.6,22,0.4
Citywide,Citywide,,Female White,2016,5 year June,5085,4776,93.9,4731,93,99.1,2679,52.7,56.1,2052,40.4,43,45,0.9,0.9,116,2.3,140,2.8,21,0.4,32,0.6
Citywide,Citywide,,Female White,2015,5 year June,5016,4613,92,4399,87.7,95.4,2045,40.8,44.3,2354,46.9,51,214,4.3,4.6,166,3.3,182,3.6,34,0.7,21,0.4
Citywide,Citywide,,Female White,2014,5 year June,4936,4467,90.5,4265,86.4,95.5,1965,39.8,44,2300,46.6,51.5,202,4.1,4.5,186,3.8,206,4.2,42,0.9,35,0.7
Citywide,Citywide,,Female White,2013,5 year June,4597,4107,89.3,3930,85.5,95.7,1722,37.5,41.9,2208,48,53.8,177,3.9,4.3,209,4.5,210,4.6,44,1,26,0.6
Citywide,Citywide,,Female White,2012,5 year June,4795,4276,89.2,4100,85.5,95.9,1678,35,39.2,2422,50.5,56.6,176,3.7,4.1,218,4.5,237,4.9,41,0.9,22,0.5
Citywide,Citywide,,Female White,2017,6 year June,5091,4822,94.7,4808,94.4,99.7,3017,59.3,62.6,1791,35.2,37.1,14,0.3,0.3,69,1.4,142,2.8,34,0.7,24,0.5
Citywide,Citywide,,Female White,2016,6 year June,5078,4790,94.3,4746,93.5,99.1,2679,52.8,55.9,2067,40.7,43.2,44,0.9,0.9,73,1.4,158,3.1,28,0.6,29,0.6
Citywide,Citywide,,Female White,2015,6 year June,5012,4647,92.7,4430,88.4,95.3,2045,40.8,44,2385,47.6,51.3,217,4.3,4.7,129,2.6,178,3.6,38,0.8,20,0.4
Citywide,Citywide,,Female White,2014,6 year June,4941,4512,91.3,4300,87,95.3,1965,39.8,43.6,2335,47.3,51.8,212,4.3,4.7,136,2.8,211,4.3,44,0.9,38,0.8
